identity,scopus_id,doi,title,year,journal,original_query,narrower_query,sample_us_label,source_review,conflict,conflict_resolution,mixed,adjudicated,rationale,n_validated_reviews,evidence_ids,human_validated
doi:10.1080/14719037.2024.2337843,85189489622,10.1080/14719037.2024.2337843,Do political and social accountability arrangements increase citizens’ legitimacy perceptions? A vignette experiment in the Netherlands,2024,Public Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/14719037.2024.2349129,85192179562,10.1080/14719037.2024.2349129,The uninformed budge yet the misinformed buck: performance information and citizen satisfaction,2025,Public Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/14719037.2024.2370982,85197136994,10.1080/14719037.2024.2370982,How does the usage of artificial intelligence affect felt administrative accountability of street-level bureaucrats? The mediating effect of perceived discretion,2025,Public Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/14719037.2024.2372443,85197422170,10.1080/14719037.2024.2372443,The power of relative performance information in competing communications,2025,Public Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/14719037.2024.2382254,105001826297,10.1080/14719037.2024.2382254,"Unethical behaviours, leadership, and gender in the village development programme: the case of rural Sri Lanka",2025,Public Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/14719037.2024.2386014,105001800506,10.1080/14719037.2024.2386014,Through the eyes of the involved: the extent to which different types of influence shape public employed frontline professionals’ perception of involvement in organizational decision-making,2025,Public Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/14719037.2024.2387178,105001075606,10.1080/14719037.2024.2387178,Public officials’ motivated reasoning and their interpretation of policy information,2025,Public Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/14719037.2024.2392131,105001078469,10.1080/14719037.2024.2392131,"Performance information, expectations and satisfaction with public service delivery in the context of co-production initiatives",2025,Public Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/14719037.2024.2399147,85204870231,10.1080/14719037.2024.2399147,Reward exploitation or exploration? The effects of local government sustainability strategies and performance information on citizen evaluation,2025,Public Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/14719037.2024.2411632,85206265091,10.1080/14719037.2024.2411632,The effects of artificial intelligence and victims’ deservingness information on citizens’ blame attribution towards administrative errors,2025,Public Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/14719037.2024.2419898,85207925672,10.1080/14719037.2024.2419898,"Media, trust, and the influence of urban/rural context and education on public sector worker stereotypes",2025,Public Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/14719037.2025.2454502,85215379642,10.1080/14719037.2025.2454502,The impact of descriptive social norms on coproduction: How communication frames matter,2026,Public Management Review,true,true,unclear,metadata,false,,false,false,Coproduction experiments without sample country. | Two reported survey experiments vary social norms and communication frames and measure coproduction willingness. | Two reported survey experiments vary norm and communication frames and measure willingness to coproduce public services.,4,c05b7838e9142fb72bf2|6aeac9f82f209bd427c3|f79bfc0a72dff8b43e99|ccc03edc8e4fa9b4dcd4,false
doi:10.1080/14719037.2025.2483959,105002025466,10.1080/14719037.2025.2483959,Are “justified” biases acceptable? Citizens’ perceptions of gendered government hiring,2026,Public Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/14719037.2025.2495691,105005574189,10.1080/14719037.2025.2495691,Agency orientation and bureaucratic behaviour towards clients: evidence from a survey experiment among unemployment caseworkers,2026,Public Management Review,true,true,non_us,metadata,false,,false,false,Study population or findings explicitly situated outside the US.,2,010bde7c608a5b6dee7e|bd3172173d55b149127f,false
doi:10.1080/14719037.2025.2501004,105004829175,10.1080/14719037.2025.2501004,Can information frames nudge citizens to co-produce in emergency preparedness? —evidence from a survey experiment,2026,Public Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/14719037.2025.2501734,105004472123,10.1080/14719037.2025.2501734,Public service motivation and policy implementation attitudes: survey experimental evidence from Street-level Bureaucrats in China,2026,Public Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/14719037.2025.2507953,105006628645,10.1080/14719037.2025.2507953,Operational transparency and satisfaction with public services,2026,Public Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/14719037.2025.2543792,105013239555,10.1080/14719037.2025.2543792,"Responsibility attribution, rewards, and sanctions for public service outcomes: experimental evidence on citizens’ judgements",2026,Public Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/14719037.2025.2550682,105014157018,10.1080/14719037.2025.2550682,The blame-avoiding effect of sanction-based accountability and its boundary conditions,2026,Public Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/14719037.2025.2582589,105020824878,10.1080/14719037.2025.2582589,Social influence or normative conflict? An experimental study of online consumer reviews and citizen evaluations of an angency’s service,2025,Public Management Review,true,true,unclear,metadata,false,,false,false,The public-service experiment gives the participant count but no country or named government institution.,1,aec55bda3a94503c61c4,false
doi:10.1080/14719037.2025.2591760,105022745413,10.1080/14719037.2025.2591760,"Reputation signals, individual characteristics and citizens’ coproduction willingness",2025,Public Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/14719037.2025.2592766,105023068846,10.1080/14719037.2025.2592766,"Out of sight, out of mind?: telework and gender inequality in performance appraisals",2025,Public Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/14719037.2025.2598821,105024114409,10.1080/14719037.2025.2598821,Damage control: an experimental study on the impact of regulatory communication strategies on citizen trust after regulatory failure,2025,Public Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/14719037.2025.2606839,105025722573,10.1080/14719037.2025.2606839,Institutional environment and passive co-production: exploring the roles of government deterrence and social norms,2025,Public Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/14719037.2025.2610360,105026771995,10.1080/14719037.2025.2610360,Managing emergencies and shaping images: how swift crisis interventions affect public perception of local government reputation,2026,Public Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/14719037.2026.2621820,105029005690,10.1080/14719037.2026.2621820,Failing accountability: exploring the effect of coproduction on public blame attribution after service failures,2026,Public Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/14719037.2026.2645326,105033283378,10.1080/14719037.2026.2645326,"Outcome mutability, culpable control, and blame attribution in crisis",2026,Public Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/14719037.2026.2650423,105034635702,10.1080/14719037.2026.2650423,Citizens’ engagement in coproduction through digital platforms: a survey experiment study in China,2026,Public Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/14719037.2026.2653078,105034533226,10.1080/14719037.2026.2653078,"Experiments in public administration research: contributions, challenges, and the road ahead",2026,Public Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/14719037.2026.2653083,105034861162,10.1080/14719037.2026.2653083,"Smiley bots, satisfied citizens? The impact of AI humanization on citizen experience in public services",2026,Public Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/14719037.2026.2661721,105036593680,10.1080/14719037.2026.2661721,Discovering the labyrinth: the complex interplay of values conflicts and the voicing dilemmas of street-level bureaucrats,2026,Public Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/14719037.2026.2680182,105040833330,10.1080/14719037.2026.2680182,The impact of timebanking on volunteering behaviors,2026,Public Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/14719037.2026.2685255,105041122464,10.1080/14719037.2026.2685255,Negativity trumps source: exploring the perceptions of AI-advice among public officials,2026,Public Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/14719037.2026.2685779,105044856142,10.1080/14719037.2026.2685779,Performance system design factors that encourage information use: a survey experiment of decision-making by school principals,2026,Public Management Review,true,true,non_us,metadata,false,,false,false,A survey experiment with Chilean school principals varies performance-system features and measures information-use intentions.,1,264ef64e6bc88e64b837,false
doi:10.1080/14719037.2026.2701411,105045054901,10.1080/14719037.2026.2701411,My workgroup or my desire to serve the society? The influence of workgroup identification and public service motivation on whistleblowing intentions,2026,Public Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/14719037.2026.2708842,105046885381,10.1080/14719037.2026.2708842,"Reference points, negativity bias and citizens’ performance evaluations: a replication and extension",2026,Public Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/14719037.2026.2720755,105048792949,10.1080/14719037.2026.2720755,Beyond monolithic state logic: how top-down accountability shapes policy implementation,2026,Public Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/14742837.2025.2530410,105011704081,10.1080/14742837.2025.2530410,Protest and the rise of left-nationalist challengers: evidence from Germany,2026,Social Movement Studies,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/14754835.2015.1129603,84976317605,10.1080/14754835.2015.1129603,Who cares about human rights? Public opinion about human rights foreign policy,2017,Journal of Human Rights,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/14754835.2016.1239067,85026355323,10.1080/14754835.2016.1239067,"More than words? “Genocide,” Holocaust analogies, and public opinion in the United States",2017,Journal of Human Rights,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/14754835.2019.1629891,85070829005,10.1080/14754835.2019.1629891,Public and elite opinion on international human rights law: Completing the causal chain of the domestic compliance mechanism,2019,Journal of Human Rights,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/14754835.2021.1882837,85103431708,10.1080/14754835.2021.1882837,Gendered framing in human rights campaigns,2021,Journal of Human Rights,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/14754835.2021.1938979,85114614331,10.1080/14754835.2021.1938979,Explaining support for international action against human rights abusers,2021,Journal of Human Rights,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/14754835.2021.2011710,85129126267,10.1080/14754835.2021.2011710,"Naming and shaming, government messaging, and backlash effects: Experimental evidence from the Convention Against Torture",2022,Journal of Human Rights,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/14754835.2025.2462026,105002657174,10.1080/14754835.2025.2462026,Public acceptance of gender-based violence as torture,2025,Journal of Human Rights,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/14754835.2026.2683850,105043348970,10.1080/14754835.2026.2683850,Populist elite cues and public attitudes toward international organizations: Experimental evidence from South Korea on the UN human rights bodies,2026,Journal of Human Rights,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/14767058.2021.1957822,85113531457,10.1080/14767058.2021.1957822,Practices for RhD alloimmunization prevention: a vignette-based survey of midwives,2022,Journal of Maternal Fetal and Neonatal Medicine,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/1478601x.2017.1364640,85028558428,10.1080/1478601x.2017.1364640,The integrity of the game: exploring attitudes of professional male athlete criminality#,2017,Criminal Justice Studies,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/1478601x.2022.2089667,85131935481,10.1080/1478601x.2022.2089667,"How should police respond to homelessness? Results from a survey experiment in Portland, Oregon",2022,Criminal Justice Studies,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15205436.2016.1185128,84976308264,10.1080/15205436.2016.1185128,How Ordinary MPs Can Make it Into the News: A Factorial Survey Experiment with Political Journalists to Explain the Newsworthiness of MPs,2016,Mass Communication and Society,true,true,non_us,metadata,false,,false,false,Belgian journalists judge fictional press releases with four experimentally varied characteristics; factorial manipulation alone does not establish conjoint incompatibility.,1,c166a7b1ffe7e69da821,false
doi:10.1080/15205436.2017.1406522,85048862830,10.1080/15205436.2017.1406522,Changing Policy With Words: How Persuasive Words in Election Pledges Influence Voters’ Beliefs About Policies,2018,Mass Communication and Society,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15205436.2018.1429635,85042929921,10.1080/15205436.2018.1429635,"When Social Media Become Hostile Media: An Experimental Examination of News Sharing, Partisanship, and Follower Count",2018,Mass Communication and Society,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15205436.2019.1639758,85070298883,10.1080/15205436.2019.1639758,"The Pope May Not Be Enough: How Emotions, Populist Beliefs, and Perceptions of an Elite Messenger Interact to Influence Responses to Climate Change Messaging",2020,Mass Communication and Society,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15205436.2020.1774780,85087521964,10.1080/15205436.2020.1774780,When Pundits Weigh In: Do Expert and Partisan Critiques in News Reports Shape Ordinary Individuals’ Interpretations of Polls?,2020,Mass Communication and Society,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15205436.2021.1924382,85107346470,10.1080/15205436.2021.1924382,The Power of a Genre: Political News Presented as Fact-Checking Increases Accurate Belief Updating and Hostile Media Perceptions,2022,Mass Communication and Society,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15205436.2021.2007266,85121358004,10.1080/15205436.2021.2007266,Ethnic Selective Exposure: A Test of Cultural-Identity Based Media Selectivity Theory,2023,Mass Communication and Society,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15205436.2022.2026399,85122869687,10.1080/15205436.2022.2026399,Us and Them: The Role of Group Identity in Explaining Cultural Resonance and Framing Effects,2023,Mass Communication and Society,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15205436.2023.2268097,85177444715,10.1080/15205436.2023.2268097,"Who Says “Muslims Are Not Terrorists”? News Differentiation, Muslim versus Non-Muslim Sources, and Attitudes toward Muslims",2024,Mass Communication and Society,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15205436.2023.2282125,85179999541,10.1080/15205436.2023.2282125,‘Look at How Corrupt They Are!’: How Anti-Political Discourse from Politicians Affects Their Own Image and the Image of Politics,2025,Mass Communication and Society,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15205436.2025.2519191,105011256357,10.1080/15205436.2025.2519191,Examining Comfort Media: A Tool for Self-Regulation and Refuge?,2026,Mass Communication and Society,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15205436.2025.2547864,105014267856,10.1080/15205436.2025.2547864,Losing the Plot: Transportation as a Predictor of Engagement with Misinformation,2025,Mass Communication and Society,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15205436.2026.2630368,105033993810,10.1080/15205436.2026.2630368,Exploring the Impact of Heterogeneous Body Image Themes in Entertainment Fiction Narratives Among Youth: Attention to Interpretation,2026,Mass Communication and Society,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15205436.2026.2720940,105048810254,10.1080/15205436.2026.2720940,From Rudeness to Reflection? Elite Political Incivility Increases Attention but Does Not Lead to More Reflective Thought,2026,Mass Communication and Society,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15213269.2011.648535,84859483955,10.1080/15213269.2011.648535,Affective Priming During the Processing of News Articles,2012,Media Psychology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15213269.2013.796585,84883614590,10.1080/15213269.2013.796585,Examining the Intertextuality of Fictional Political Comedy and Real-World Political News,2013,Media Psychology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15213269.2013.815049,84883622282,10.1080/15213269.2013.815049,"""I, Me, Mine"" or ""Us, We, Ours?"": The Influence of Cultural Psychology on Web-Based Customization",2013,Media Psychology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15213269.2014.933850,84907590295,10.1080/15213269.2014.933850,"How Emotional Media Reports Influence Attitude Formation and Change: The Interplay of Attitude Base, Attitude Certainty, and Persuasion",2014,Media Psychology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15213269.2015.1121826,84958043605,10.1080/15213269.2015.1121826,Weight Stigmatization Moderates the Effects of Sugar-Sweetened Beverage-Related PSAs Among U.S. Parents,2016,Media Psychology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15213269.2018.1554493,85058688556,10.1080/15213269.2018.1554493,Political social identity and selective exposure,2019,Media Psychology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15213269.2020.1846565,85096934586,10.1080/15213269.2020.1846565,Vicarious self-affirmation: Understanding key mechanisms,2022,Media Psychology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15213269.2022.2064877,85132651005,10.1080/15213269.2022.2064877,#MeToo Movement Backlash: How Evaluations of Women Advocates as More “Sexist” Weaken Movement Support,2022,Media Psychology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15213269.2023.2208363,85158869748,10.1080/15213269.2023.2208363,"Believing and Sharing False News on Social Media: The Role of News Presentation, Epistemic Motives, and Deliberative Thinking",2023,Media Psychology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15213269.2023.2236935,85165498499,10.1080/15213269.2023.2236935,Too Positive to Be Tweeted? An Experimental Investigation of Emotional Expression on Twitter and Instagram,2024,Media Psychology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15213269.2024.2374778,85197245357,10.1080/15213269.2024.2374778,Using Emojis That Alter the Meaning of Written Messages to Communicate Interpersonal Relations,2025,Media Psychology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15213269.2025.2458593,85216673070,10.1080/15213269.2025.2458593,Effects of Framing Counter-Stereotypes as Surprising on Rethinking Prior Opinions About Outgroups: The Moderating Role of Political Ideology,2026,Media Psychology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15213269.2025.2459292,85216642938,10.1080/15213269.2025.2459292,“This Message was Deleted”: The Psychological Consequences of Being Out of the Loop During Messenger Use,2026,Media Psychology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15213269.2025.2491764,105002965161,10.1080/15213269.2025.2491764,"The Effects of Solutions versus ‘Heart-warmer’ Journalism on Audience Wellbeing, Self-Efficacy, and Trust",2026,Media Psychology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15213269.2025.2542792,105013786482,10.1080/15213269.2025.2542792,Conflicting Norms Around Mobile Media Dis/Connection and State Awareness: A Vignette Experiment,2026,Media Psychology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15213269.2026.2668355,105038656405,10.1080/15213269.2026.2668355,Why Corrections (Partly) Fail: Higher-Order Inferences and the Stickiness of Misinformation,2026,Media Psychology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15248372.2019.1709468,85078600586,10.1080/15248372.2019.1709468,Probabilistic Reasoning in Context: Socio-cultural Differences in Children’s and Adults’ Predictions about the Fulfillment of Prayers and Wishes,2020,Journal of Cognition and Development,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15298868.2016.1145593,84959231696,10.1080/15298868.2016.1145593,The power of affirming group values: Group affirmation buffers the self-esteem of women exposed to blatant sexism,2016,Self and Identity,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15299732.2019.1675221,85074340877,10.1080/15299732.2019.1675221,Contextual influences on the perception of pregnant women who use drugs: Information about women’s childhood trauma history reduces punitive attitudes,2020,Journal of Trauma and Dissociation,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15309576.2016.1071158,84944145523,10.1080/15309576.2016.1071158,Performance information use: Making progress but a long way to go,2016,Public Performance and Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15309576.2016.1071160,84944081200,10.1080/15309576.2016.1071160,Uncovering the circumstances of performance information use findings from an experiment,2016,Public Performance and Management Review,true,true,unclear,metadata,false,,false,false,Budget scenarios without sample country.,1,54203efe61e7f2d2771d,false
doi:10.1080/15309576.2017.1289850,85016720083,10.1080/15309576.2017.1289850,Why Not “Just for the Money”? An Experimental Vignette Study of the Cognitive Price Effects and Crowding Effects of Performance-Related Pay,2017,Public Performance and Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15309576.2018.1431138,85042433032,10.1080/15309576.2018.1431138,The Priming Effect of Corruption and Bureaucracy Bashing on Citizens’ Perceptions of an Agency’s Performance,2018,Public Performance and Management Review,true,true,us_explicit,metadata,false,,false,false,The abstract directly places the randomized respondents in the United States.,1,45d002edb6383b460e77,false
doi:10.1080/15309576.2019.1592763,85064611946,10.1080/15309576.2019.1592763,Promoting Performance Information Use Through Data Visualization: Evidence from an Experiment,2020,Public Performance and Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15309576.2019.1660189,85073935422,10.1080/15309576.2019.1660189,The Power of Conformity in Citizens’ Blame: Evidence from a Survey Experiment,2020,Public Performance and Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15309576.2019.1676273,85074516215,10.1080/15309576.2019.1676273,"Red Tape, Rule Burden, and Legitimate Performance Trade-Offs: Results from a Vignette Experiment",2020,Public Performance and Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15309576.2020.1730919,85087519641,10.1080/15309576.2020.1730919,"Testing the Influence of Autocratic Leadership, Democratic Leadership, and Public Service Motivation on Citizen Ratings of An Agency Head’s Performance",2020,Public Performance and Management Review,true,true,unclear,metadata,false,,false,false,A school-district superintendent vignette is not uniquely US; no respondent country is given.,1,e2bd8d3dc755933c9984,false
doi:10.1080/15309576.2020.1760113,85085041996,10.1080/15309576.2020.1760113,"What Makes Administrative and Hierarchical Procedures More Burdensome? Effects of Degree of Procedures, Outcome Favorability, and Confucian Values on Red Tape Perception",2020,Public Performance and Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15309576.2020.1817109,85091181242,10.1080/15309576.2020.1817109,Laying a Ghost to Rest? The Role of Employee Involvement in the Selection of Performance Goals,2021,Public Performance and Management Review,true,true,non_us,metadata,false,,false,false,Study population or findings explicitly situated outside the US.,2,f4122ebdd337c4907e29|3c8aded84520b34f3fd4,false
doi:10.1080/15309576.2020.1818588,85096091363,10.1080/15309576.2020.1818588,Administrative Burdens and Citizen Likelihood to Seek Local Public Services: The Case of Hurricane Shelters,2021,Public Performance and Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15309576.2020.1835679,85096111198,10.1080/15309576.2020.1835679,Evidence of an Output Bias in the Judgment of Public Performance: A Replication and Extension,2021,Public Performance and Management Review,true,true,unclear,metadata,false,,false,false,Programme examples without country; name of intervention alone insufficient.,2,e3e8c2e451c7b29035d2|6bfa0ff5eea3575af045,false
doi:10.1080/15309576.2022.2127806,85140850608,10.1080/15309576.2022.2127806,Are Highly Public Service–Motivated Individuals Immune to Common Causes of Unethical Behavior? Calibrating the Moderating Role of Group Pressure and Competition for Economic Resources,2023,Public Performance and Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15309576.2023.2193176,85152910338,10.1080/15309576.2023.2193176,Determinants of Local Civil Servants’ Perceptions of Intergovernmental Tensions: Experimental Evidence from Korea,2023,Public Performance and Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15309576.2023.2257681,85170831794,10.1080/15309576.2023.2257681,A Public Organization Provided a Poor Service: Is There Anything They Can Do to Make It Right with the Citizen?,2023,Public Performance and Management Review,true,true,us_inferred,metadata,false,,false,false,"The experiment places citizen service encounters in the specifically US DMV setting; US respondents are a contextual inference, not stated residence.",1,b9962caa25c868f76768,false
doi:10.1080/15309576.2023.2258115,85173974191,10.1080/15309576.2023.2258115,Solo Dance or Pas de Deux? The Sector Stereotype Matters in Coproduction,2024,Public Performance and Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15309576.2023.2269386,85174418817,10.1080/15309576.2023.2269386,A Systematic Review of Experimental Research on Public Service Motivation,2024,Public Performance and Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15309576.2023.2279068,85176725704,10.1080/15309576.2023.2279068,Restoring the Truth: Anchoring Effects and Debiasing Interventions on Citizen Satisfaction,2024,Public Performance and Management Review,true,true,non_us,metadata,false,,false,false,Study population or findings explicitly situated outside the US.,2,58964d3eaca20c740ffc|c3eea6ea03b4d4edc175,false
doi:10.1080/15309576.2023.2288054,85178474686,10.1080/15309576.2023.2288054,Why Citizens Engage in Co-Production: A Theoretical Framework and Experimental Evidence,2024,Public Performance and Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15309576.2024.2356071,85195165540,10.1080/15309576.2024.2356071,Who Does the Public Blame for Inequities in Public Service Provision? Examining the Effect of Contracting and Cost Information in a Survey Experiment,2024,Public Performance and Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15309576.2024.2386273,85200033057,10.1080/15309576.2024.2386273,Where Do Citizens Place Blame for Service Delivery Failure? A Closer Look at Public-Private Partnerships,2024,Public Performance and Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15309576.2024.2419132,85207967793,10.1080/15309576.2024.2419132,Efficiency or Equity? How Public Values Shape Bureaucrats' Willingness to Use Artificial Intelligence to Reduce Administrative Burdens,2025,Public Performance and Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15309576.2024.2427822,105001364606,10.1080/15309576.2024.2427822,Which Survey Design Can Serve as an Authentic Citizen Satisfaction Measurement? A Cross-Survey Comparison,2025,Public Performance and Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15309576.2024.2437126,85213893857,10.1080/15309576.2024.2437126,The Influence of Efficiency Information on Citizen Perceptions of School District Outcomes,2025,Public Performance and Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
