scopus_id,doi,title,journal,year
105041146363,10.1016/j.socec.2026.102593,The role of socio-economic background in shaping inequality aversion: Evidence based on experimental survey,Journal of Behavioral and Experimental Economics,2026
105041458788,10.1002/alz.71371,Cognitive status moderates long-term benefits of non-pharmacological insomnia therapy in older adults: A secondary analysis of a randomized clinical trial,Alzheimer S and Dementia,2026
105041551371,10.1016/j.jeem.2026.103377,Public support for universal road pricing,Journal of Environmental Economics and Management,2026
105042078736,10.1080/00380253.2026.2682761,Green Christian Nationalists? How Issue Framing Moderates the Link Between Christian Nationalism and Environmental Protection,Sociological Quarterly,2026
105042669428,10.1007/s11150-026-09865-x,Did they even know it was harassment? Shifting perceptions through information,Review of Economics of the Household,2026
105043494359,10.1016/j.ecolecon.2026.109146,Pro-social versus pro-self motivations for green roof adoption: Evidence from a discrete choice experiment,Ecological Economics,2026
105046286365,10.1177/10659129261470544,Infelicitous Political Talk: Disparaging Institutions and Support for Democracy,Political Research Quarterly,2026
105046544687,10.1007/s11618-026-01419-2,Continuing education databases from the perspective of continuing education providers: A vignette study on selection-relevant features,Zeitschrift Fur Erziehungswissenschaft,2026
105046637828,10.1016/j.ygyno.2026.07.021,Health-related quality of life after risk-reducing hysterectomy: a randomised vignette study,Gynecologic Oncology,2026
105046888244,10.1061/JCEMD4.COENG-18034,Who Gets Hired and Paid: An Experimental Analysis of Gender Bias in the Construction Workforce,Journal of Construction Engineering and Management,2026
105047419842,10.1007/s11211-026-00481-9,"Justice, Inequality, and the Joy of Discovery: The Contributions of Guillermina Jasso to Social Justice Research",Social Justice Research,2026
105048950803,10.1016/j.socscimed.2026.119745,Does stress produce racialized patterns in clinical decisions? - A vignette study among physicians in Germany,Social Science and Medicine,2026
